targetWord,answerWord,wordPairing,orig_img_img,iso_img_img,orig_img_txt,iso_img_txt
kimono,cable,distal,0.4469147324562073,0.5301235914230347,0.13080081343650818,0.1209779754281044
koala,panda,hard,0.8234145045280457,0.7756547927856445,0.2118399739265442,0.23858880996704102
koala,bee,easy,0.5979893803596497,0.6619961261749268,0.14725762605667114,0.1713935285806656
koala,backscratcher,distal,0.5425549149513245,0.5750339031219482,0.1860588639974594,0.14892330765724182
latch,lock,hard,0.8807742595672607,0.8278762102127075,0.30489397048950195,0.27589669823646545
latch,microwave,easy,0.6655819416046143,0.7611932754516602,0.22748440504074097,0.24382087588310242
latch,umbrella,distal,0.6312975883483887,0.668236494064331,0.21678438782691956,0.20113398134708405
locker,cabinet,hard,0.521661102771759,0.569506824016571,0.2043050229549408,0.2043050229549408
locker,basket,easy,0.5000705122947693,0.5832452774047852,0.1693168580532074,0.19407342374324799
locker,gargoyle,distal,0.5690009593963623,0.6207560896873474,0.1844608038663864,0.19362598657608032
lollipop,candy,hard,0.7219969630241394,0.7311676144599915,0.22977931797504425,0.22132284939289093
lollipop,doorbell,easy,0.5187905430793762,0.6407538056373596,0.16363589465618134,0.1587369441986084
lollipop,crumb,distal,0.581596314907074,0.6839821338653564,0.16407132148742676,0.16407132148742676
mandolin,gourd,hard,0.5230194926261902,0.6530319452285767,0.19172462821006775,0.23225116729736328
mandolin,mast,easy,0.6101968884468079,0.5638455152511597,0.198876291513443,0.198876291513443
mandolin,seismograph,distal,0.6058695316314697,0.6192986965179443,0.16247709095478058,0.16394323110580444
map,marker,hard,0.5698897242546082,0.771366536617279,0.16227464377880096,0.18205425143241882
map,ruby,easy,0.5398936867713928,0.7098163366317749,0.1747216433286667,0.19346898794174194
map,dishwasher,distal,0.5161619186401367,0.7116913199424744,0.13310089707374573,0.16346368193626404
marshmallow,snowball,hard,0.6214669942855835,0.7766791582107544,0.23517490923404694,0.26975056529045105
marshmallow,dryer,easy,0.5163776874542236,0.7526892423629761,0.19179263710975647,0.20414908230304718
marshmallow,rooster,distal,0.5453686118125916,0.5701873302459717,0.1485631912946701,0.15299715101718903
mulch,compost,hard,0.6809499263763428,0.6966331601142883,0.24634745717048645,0.2455882579088211
mulch,clarinet,easy,0.5465438961982727,0.6506020426750183,0.193202942609787,0.2023029774427414
mulch,lantern,distal,0.6175311207771301,0.6464768052101135,0.18976959586143494,0.19205425679683685
net,tee,hard,0.6548672914505005,0.7094143629074097,0.1774391084909439,0.1774391084909439
net,domino,easy,0.5721642971038818,0.6382930874824524,0.1785939335823059,0.17938505113124847
net,hydrant,distal,0.5902767777442932,0.6483848690986633,0.11539221554994583,0.15652617812156677
oatmeal,cereal,hard,0.835403561592102,0.7143532037734985,0.26647475361824036,0.2787916958332062
oatmeal,collar,easy,0.4161091446876526,0.6522801518440247,0.18477585911750793,0.20575378835201263
oatmeal,aquarium,distal,0.5124608278274536,0.6571401953697205,0.17899376153945923,0.16983336210250854
oil,gel,hard,0.6169804334640503,0.7240425944328308,0.20218268036842346,0.20170660316944122
oil,grain,easy,0.6329843401908875,0.603312611579895,0.22234715521335602,0.22234715521335602
oil,bassinet,distal,0.5617143511772156,0.649597704410553,0.17918451130390167,0.17815068364143372
omelet,pancake,hard,0.7828111052513123,0.7934026122093201,0.24409769475460052,0.23786327242851257
omelet,clay,easy,0.524692714214325,0.6175425052642822,0.1916247457265854,0.21623073518276215
omelet,trunk,distal,0.4826980233192444,0.5382180213928223,0.1288505345582962,0.1326674520969391
otter,beaver,hard,0.8925241231918335,0.8860025405883789,0.2771814465522766,0.26790961623191833
otter,goose,easy,0.7291081547737122,0.75368732213974,0.1538487672805786,0.17419256269931793
otter,tablecloth,distal,0.40568625926971436,0.6196021437644958,0.1585134118795395,0.19472810626029968
pajamas,pants,hard,0.7599852681159973,0.7996236085891724,0.21066322922706604,0.2183978259563446
pajamas,cage,easy,0.4105406105518341,0.5870227813720703,0.12999995052814484,0.16921567916870117
pajamas,groundhog,distal,0.40877723693847656,0.5091668963432312,0.15746082365512848,0.17185638844966888
parsley,basil,hard,0.8242639303207397,0.6960116624832153,0.2582378685474396,0.27493202686309814
parsley,tiara,easy,0.5392778515815735,0.535767674446106,0.21748775243759155,0.19938991963863373
parsley,kayak,distal,0.49890175461769104,0.4862419366836548,0.16509301960468292,0.1747899055480957
pie,pizza,hard,0.6992108821868896,0.6631031632423401,0.23330320417881012,0.2555594742298126
pie,flashlight,easy,0.47674456238746643,0.6433056592941284,0.16032616794109344,0.17811128497123718
pie,sweater,distal,0.5764989256858826,0.6974822282791138,0.18282637000083923,0.1852489411830902
pistachio,avocado,hard,0.8124250173568726,0.7714428305625916,0.24913939833641052,0.2532133162021637
pistachio,taco,easy,0.5914064645767212,0.5372216701507568,0.16716374456882477,0.17645445466041565
pistachio,bagpipe,distal,0.49533137679100037,0.5735315084457397,0.16054092347621918,0.1685314029455185
pitcher,batter,hard,0.6450427770614624,0.6460882425308228,0.2614280581474304,0.22283479571342468
pitcher,tumbleweed,easy,0.5836998820304871,0.6247362494468689,0.2139875292778015,0.22444957494735718
pitcher,medal,distal,0.6518668532371521,0.7501316070556641,0.2189214527606964,0.20490309596061707
potato,pot,hard,0.5839108824729919,0.5645348429679871,0.18957069516181946,0.1991843283176422
potato,glasses,easy,0.5389967560768127,0.6150345206260681,0.1884661763906479,0.17201267182826996
potato,dragonfly,distal,0.5052767992019653,0.5808423757553101,0.1639561653137207,0.1805848330259323
prism,radar,hard,0.5396740436553955,0.7248661518096924,0.18989978730678558,0.21646076440811157
prism,subway,easy,0.4406203627586365,0.6069304943084717,0.19951021671295166,0.20088990032672882
prism,chinchilla,distal,0.46607768535614014,0.572883129119873,0.16555669903755188,0.17591020464897156
prune,raisin,hard,0.8228818774223328,0.8044573664665222,0.24977591633796692,0.2664569318294525
prune,headrest,easy,0.5098268985748291,0.692304253578186,0.20002058148384094,0.19137965142726898
prune,jukebox,distal,0.49142682552337646,0.6465005278587341,0.17744290828704834,0.16451866924762726
puddle,bubble,hard,0.5679926872253418,0.6186825037002563,0.21685166656970978,0.21751880645751953
puddle,baseball,easy,0.4952300488948822,0.624375581741333,0.19730006158351898,0.16998134553432465
puddle,salami,distal,0.4436059594154358,0.5754615068435669,0.14597652852535248,0.1747608184814453
pump,plug,hard,0.6172413229942322,0.6216437816619873,0.1996832638978958,0.1854977011680603
pump,coat,easy,0.606078565120697,0.6552340984344482,0.18964436650276184,0.18203914165496826
pump,scarf,distal,0.6025804877281189,0.67400062084198,0.16843187808990479,0.16597461700439453
rice,dice,hard,0.5670416355133057,0.6791996359825134,0.21339765191078186,0.21662211418151855
rice,box,easy,0.5893555879592896,0.7965261936187744,0.18774597346782684,0.21996508538722992
rice,bedpost,distal,0.46777743101119995,0.7580224275588989,0.18813982605934143,0.23695404827594757
saddle,handle,hard,0.5854256749153137,0.6421501636505127,0.21634632349014282,0.24338950216770172
saddle,figurine,easy,0.5587742924690247,0.6368657946586609,0.20348846912384033,0.21375475823879242
saddle,broccoli,distal,0.49653375148773193,0.5893418788909912,0.19225533306598663,0.20707309246063232
sandbag,sandpaper,hard,0.6682344675064087,0.7091909050941467,0.2665160596370697,0.22654154896736145
sandbag,valve,easy,0.662610650062561,0.6708868145942688,0.2129901945590973,0.21266841888427734
sandbag,octopus,distal,0.5662522315979004,0.6426923274993896,0.17839646339416504,0.20307570695877075
sauerkraut,potpourri,hard,0.555877149105072,0.7355642914772034,0.18905207514762878,0.19926555454730988
sauerkraut,dashboard,easy,0.45265069603919983,0.6480059623718262,0.16680507361888885,0.18777477741241455
sauerkraut,clove,distal,0.5810445547103882,0.7329974174499512,0.19144773483276367,0.19380585849285126
scaffolding,satellite,hard,0.6039004921913147,0.6039004921913147,0.196840301156044,0.196840301156044
scaffolding,veil,easy,0.5690702795982361,0.5905792713165283,0.17947550117969513,0.19495397806167603
scaffolding,antelope,distal,0.5561599135398865,0.5991724133491516,0.17139016091823578,0.19321098923683167
scoop,sauce,hard,0.5532481074333191,0.6870547533035278,0.21853108704090118,0.19657552242279053
scoop,statue,easy,0.5385953187942505,0.5910444855690002,0.1941075325012207,0.19870193302631378
scoop,cauliflower,distal,0.5181700587272644,0.5868120193481445,0.20174188911914825,0.22192604839801788
seagull,pigeon,hard,0.8205375671386719,0.857158362865448,0.24402472376823425,0.2538963556289673
seagull,lobster,easy,0.6111565828323364,0.6812717914581299,0.13208508491516113,0.13657034933567047
seagull,perfume,distal,0.3946821391582489,0.4650558829307556,0.14846591651439667,0.14025916159152985
ship,boat,hard,0.6792744994163513,0.7538544535636902,0.27302369475364685,0.2636887729167938
ship,nose,easy,0.4533105492591858,0.4964880347251892,0.1856023371219635,0.1856023371219635
ship,zucchini,distal,0.49044620990753174,0.5925350189208984,0.21121065318584442,0.22596710920333862
shower,soap,hard,0.48838987946510315,0.6566823720932007,0.1867905557155609,0.20960171520709991
shower,toe,easy,0.5632171630859375,0.6742676496505737,0.19317615032196045,0.18021166324615479
shower,cantaloupe,distal,0.5025846362113953,0.6680642366409302,0.1799054741859436,0.19590051472187042
silverware,trophy,hard,0.5662530064582825,0.6289689540863037,0.2578134834766388,0.26629579067230225
silverware,garlic,easy,0.6308408379554749,0.6412272453308105,0.19076986610889435,0.19629372656345367
silverware,eggnog,distal,0.541323721408844,0.5841003656387329,0.19677618145942688,0.20033390820026398
sink,toilet,hard,0.8635557889938354,0.833745002746582,0.24291962385177612,0.22068984806537628
sink,stair,easy,0.6663193702697754,0.664739727973938,0.20339447259902954,0.22434696555137634
sink,knitting,distal,0.5300041437149048,0.608890175819397,0.16247351467609406,0.1627941131591797
ski,ice,hard,0.5841866731643677,0.5195752382278442,0.2269749939441681,0.23187120258808136
ski,suitcase,easy,0.6118983626365662,0.545849621295929,0.16906706988811493,0.18396659195423126
ski,pincushion,distal,0.46047788858413696,0.5118447542190552,0.17122158408164978,0.20506219565868378
sloth,donkey,hard,0.6391724944114685,0.7375209331512451,0.1658993661403656,0.20560576021671295
sloth,clam,easy,0.5519701838493347,0.6814744472503662,0.14832918345928192,0.18060119450092316
sloth,incense,distal,0.5169484615325928,0.5889071822166443,0.13585487008094788,0.13585487008094788
snail,worm,hard,0.6883463859558105,0.7681651711463928,0.21853765845298767,0.23495621979236603
snail,cow,easy,0.6457827091217041,0.6505403518676758,0.1762816309928894,0.16948248445987701
snail,visor,distal,0.4783046543598175,0.6135434508323669,0.2065652459859848,0.2123779058456421
sorbet,palette,hard,0.6078053712844849,0.6713403463363647,0.18862831592559814,0.19432498514652252
sorbet,tamale,easy,0.6040857434272766,0.6373111009597778,0.19452518224716187,0.18536102771759033
sorbet,chive,distal,0.5768754482269287,0.6409804821014404,0.1837494671344757,0.1837494671344757
spatula,paddle,hard,0.660843551158905,0.8376188278198242,0.25725600123405457,0.2664852738380432
spatula,lava,easy,0.5649307370185852,0.7012341022491455,0.19554033875465393,0.2092747688293457
spatula,pheasant,distal,0.44308656454086304,0.6068475842475891,0.18095876276493073,0.19743669033050537
sprinkler,sparkler,hard,0.5659922957420349,0.594531774520874,0.2221529334783554,0.25146394968032837
sprinkler,flower,easy,0.5523244738578796,0.5811026096343994,0.22189907729625702,0.20937979221343994
sprinkler,charcoal,distal,0.5862522721290588,0.5686267018318176,0.18995307385921478,0.22948700189590454
squash,pumpkin,hard,0.8281276226043701,0.7737839818000793,0.2598738372325897,0.2955515682697296
squash,branch,easy,0.6547067165374756,0.7101832032203674,0.17897701263427734,0.23121857643127441
squash,gazelle,distal,0.5037863254547119,0.6322506666183472,0.17451435327529907,0.1793421357870102
squirrel,monkey,hard,0.6836175918579102,0.7113590836524963,0.2048601508140564,0.19792352616786957
squirrel,eagle,easy,0.6641948819160461,0.654808759689331,0.19690968096256256,0.21019072830677032
squirrel,shorts,distal,0.5602661371231079,0.6161902546882629,0.18443308770656586,0.18534359335899353
stew,soup,hard,0.7841125726699829,0.7596598863601685,0.229798823595047,0.21688999235630035
stew,mixer,easy,0.6100176572799683,0.70856112241745,0.1873261034488678,0.18484003841876984
stew,orchid,distal,0.5664004683494568,0.660605251789093,0.173068568110466,0.1796685755252838
stretcher,drill,hard,0.5521855354309082,0.6666526794433594,0.20831456780433655,0.22182586789131165
stretcher,thermostat,easy,0.5221987962722778,0.645470917224884,0.18309985101222992,0.2026231288909912
stretcher,vase,distal,0.5456044673919678,0.5508807897567749,0.17968009412288666,0.1736695021390915
stump,log,hard,0.6599957942962646,0.7468017935752869,0.22820746898651123,0.2532722055912018
stump,bookshelf,easy,0.49247223138809204,0.6211951375007629,0.1708592027425766,0.16938339173793793
stump,showerhead,distal,0.5743641257286072,0.6175717115402222,0.14997965097427368,0.14974379539489746
sunflower,pineapple,hard,0.7213459610939026,0.7851958870887756,0.21052628755569458,0.21254363656044006
sunflower,rim,easy,0.5143003463745117,0.5186760425567627,0.17993855476379395,0.17993855476379395
sunflower,pinball,distal,0.5853580236434937,0.6866158246994019,0.1462707817554474,0.2017708420753479
swordfish,catfish,hard,0.6935436725616455,0.7632172107696533,0.25572919845581055,0.25708749890327454
swordfish,leopard,easy,0.5783050656318665,0.6979769468307495,0.1924448162317276,0.20199859142303467
swordfish,graffiti,distal,0.4561346769332886,0.6500145196914673,0.21894532442092896,0.21041813492774963
taillight,bumper,hard,0.767601728439331,0.6597720980644226,0.27443549036979675,0.2604577839374542
taillight,luggage,easy,0.5824593305587769,0.6377725601196289,0.18167157471179962,0.18653643131256104
taillight,sushi,distal,0.5175938606262207,0.5248622298240662,0.17679056525230408,0.19345450401306152
tapestry,backdrop,hard,0.589385986328125,0.7167035937309265,0.21890854835510254,0.20055221021175385
tapestry,leggings,easy,0.4055938720703125,0.5954926013946533,0.18349578976631165,0.17752137780189514
tapestry,forklift,distal,0.45419153571128845,0.4968787431716919,0.13902106881141663,0.13004489243030548
teabag,tea,hard,0.6627657413482666,0.6825840473175049,0.24660101532936096,0.272603303194046
teabag,fingerprint,easy,0.5941072106361389,0.6682068109512329,0.18910855054855347,0.23452509939670563
teabag,braid,distal,0.5793562531471252,0.6365792751312256,0.17462703585624695,0.18358828127384186
teapot,teacup,hard,0.7483806014060974,0.7443875074386597,0.263910710811615,0.261386513710022
teapot,brake,easy,0.4913454055786133,0.5293771624565125,0.18756318092346191,0.17788530886173248
teapot,bookmark,distal,0.5393792390823364,0.5975008010864258,0.19690686464309692,0.18784864246845245
telescope,tripod,hard,0.7271135449409485,0.6739634871482849,0.25856342911720276,0.2713093161582947
telescope,windshield,easy,0.5779075622558594,0.6785702705383301,0.206647127866745,0.22825226187705994
telescope,anklet,distal,0.4832014739513397,0.4984898269176483,0.19650213420391083,0.19650213420391083
thermos,oilcan,hard,0.6729662418365479,0.7773712873458862,0.21007119119167328,0.23162007331848145
thermos,firewood,easy,0.5570781230926514,0.6939729452133179,0.2004527747631073,0.21833360195159912
thermos,coral,distal,0.5769989490509033,0.6723880767822266,0.17995084822177887,0.23507511615753174
treasure,gift,hard,0.6078345775604248,0.6419383883476257,0.22982102632522583,0.23750552535057068
treasure,rope,easy,0.6308901309967041,0.577226996421814,0.20626458525657654,0.2003353238105774
treasure,lamp,distal,0.637997031211853,0.6596053242683411,0.20191532373428345,0.19903366267681122
