Word	uniqueID	work_time_mean	category	member	typicality_score	N_ratings
refrigerator	refrigerator	85238.09524000001	kitchen appliance	refrigerator	0.765873016	42
bee	bee	73761.90475999999	insect	bee	0.619897959	42
mosquito	mosquito	63775.0	insect	mosquito	0.670535714	40
wasp	wasp	67916.66666999999	insect	wasp	0.375744048	48
butterfly	butterfly	78630.43478	insect	butterfly	0.435947205	46
moth	moth	70065.21739	insect	moth	0.346273292	46
ladybug	ladybug	69695.65217	insect	ladybug	0.467779503	46
praying mantis	praying_mantis	67468.75	insect	praying mantis	0.1328125	32
earwig	earwig	69868.42104999999	insect	earwig	0.095394737	38
grasshopper	grasshopper	78276.59574	insect	grasshopper	0.429331307	47
beetle	beetle	70840.90909	insect	beetle	0.436417749	44
ant	ant	80044.44444	insect	ant	0.686640212	45
fly	fly	69111.11111	insect	fly	0.738359788	45
dragonfly	dragonfly	66627.90698	insect	dragonfly	0.319352159	43
caterpillar	caterpillar	76444.44443999999	insect	caterpillar	0.346296296	45
lightning bug	lightning_bug	77945.94595	insect	lightning bug	0.203185328	37
cockroach	cockroach	69673.91304	insect	cockroach	0.402173913	46
bug	bug	78347.82609	insect	bug	0.562888199	46
lightbulb	lightbulb	76891.89189	hardware	lightbulb	0.405405405	37
shovel	shovel	90725.0	hardware	shovel	0.543005952	40
cord	cord	105295.4545	hardware	cord	0.443181818	44
drill	drill	114093.0233	hardware	drill	0.677325581	43
nail	nail	106022.2222	hardware	nail	0.670634921	45
wire	wire	83093.02326	hardware	wire	0.474418605	43
soldering iron	soldering_iron	72790.69767	hardware	soldering iron	0.321843854	43
hook	hook1	86022.22222	hardware	hook (door catch)	0.428015873	45
switch	switch	79586.95652	hardware	switch	0.468400621	46
hook	hook2	101886.3636	hardware	hook (hanging)	0.495941558	44
handle	handle	96291.66667	hardware	handle	0.502480159	48
peg	peg	82926.82927	hardware	peg	0.339866434	41
chainsaw	chainsaw	101413.0435	hardware	chainsaw	0.533669772	46
tack	tack	73641.02563999999	hardware	tack	0.260531136	39
bracket	bracket	71044.44444	hardware	bracket	0.498412698	45
faucet	faucet	79555.55556000001	hardware	faucet	0.463888889	45
screwdriver	screwdriver	79177.77778	hardware	screwdriver	0.718121693	45
lock	lock	100622.2222	hardware	lock	0.547354497	45
plug	plug	106444.4444	hardware	plug	0.405555556	45
charger	charger	71488.88889	hardware	charger	0.278571429	45
button	button2	106279.0698	hardware	button (electrics)	0.279069767	43
can opener	can_opener	65926.82927	hardware	can opener	0.245209059	41
ladder	ladder	80346.93878	hardware	ladder	0.537050534	49
cable	cable	84723.40426	hardware	cable	0.446048632	47
wire cutters	wire_cutters	106021.7391	hardware	wire cutters	0.520936853	46
corkscrew	corkscrew	86666.66666999999	hardware	corkscrew	0.255668934	42
clasp	clasp	76930.23255999999	hardware	clasp	0.401162791	43
doorknocker	doorknocker	87883.72093	hardware	doorknocker	0.299418605	43
crowbar	crowbar	69326.08696	hardware	crowbar	0.550465839	46
padlock	padlock	78608.69565	hardware	padlock	0.485170807	46
duct	duct	70093.02326	hardware	duct	0.339285714	43
staple gun	staple_gun	77318.18182000001	hardware	staple gun	0.435064935	44
hinge	hinge	92186.04651	hardware	hinge	0.573643411	43
file	file1	70454.54544999999	hardware	file (tool)	0.485957792	44
key	key	83886.36364	hardware	key	0.443912338	44
chain	chain	100804.3478	hardware	chain	0.466614907	46
ratchet	ratchet	63465.11628	hardware	ratchet	0.49183278	43
cleaver	cleaver	66133.33333	hardware	cleaver	0.175	45
spark plug	spark_plug	76857.14285999999	hardware	spark plug	0.353316327	42
rake	rake	95116.27907	hardware	rake	0.467607973	43
gear	gear	100204.5455	hardware	gear	0.447402597	44
axe	axe	90704.54545	hardware	axe	0.440746753	44
tweezers	tweezers	80454.54544999999	hardware	tweezers	0.223484848	44
blowtorch	blowtorch	80454.54544999999	hardware	blowtorch	0.345454545	44
crank	crank	69500.0	hardware	crank	0.301339286	40
shears	shears	90000.0	hardware	shears	0.544767442	43
plunger	plunger	101119.0476	hardware	plunger	0.369047619	42
combination lock	combination_lock	98511.62791	hardware	combination lock	0.413621262	43
bolt	bolt	91674.4186	hardware	bolt	0.719518272	43
mallet	mallet	69723.40426	hardware	mallet	0.481382979	47
hammer	hammer	107523.8095	hardware	hammer	0.706519274	42
tank	tank2	70731.70732	hardware	tank (storage)	0.213850174	41
valve	valve	93276.59574	hardware	valve	0.383991895	47
chisel	chisel	79454.54544999999	hardware	chisel	0.512445887	44
hose	hose	91911.11111	hardware	hose	0.323015873	45
chicken wire	chicken_wire	66418.60465000001	hardware	chicken wire	0.194767442	43
doorhandle	doorhandle	90119.04762	hardware	doorhandle	0.522534014	42
latch	latch	83204.54544999999	hardware	latch	0.470292208	44
pickax	pickax	88000.0	hardware	pickax	0.329355401	41
jackhammer	jackhammer	69190.47619	hardware	jackhammer	0.442176871	42
screw	screw	90644.44444	hardware	screw	0.707936508	45
saw	saw	77558.13953	hardware	saw	0.638704319	43
light switch	light_switch	79204.54544999999	hardware	light switch	0.403814935	44
trowel	trowel	102325.5814	hardware	trowel	0.276937984	43
knob	knob	60675.0	hardware	knob	0.400535714	40
scraper	scraper	74300.0	hardware	scraper	0.320535714	40
doorknob	doorknob	81428.57143000001	hardware	doorknob	0.523688047	49
vise	vise	88384.61538	hardware	vise	0.430708181	39
wedge	wedge	80390.2439	hardware	wedge	0.280487805	41
pipe	pipe2	86512.19512	hardware	pipe (tube)	0.427555168	41
tool	tool	110765.9574	hardware	tool	0.704407295	47
wrench	wrench	102688.8889	hardware	wrench	0.621481481	45
coil	coil	89404.7619	hardware	coil	0.28100907	42
clipper	clipper1	67111.11111	hardware	clipper (for hedges)	0.461640212	45
sledgehammer	sledgehammer	63875.0	hardware	sledgehammer	0.475	40
pliers	pliers	85270.83333000001	hardware	pliers	0.613095238	48
thermometer	thermometer	72304.34783	hardware	thermometer	0.199534161	46
strainer	strainer	80822.22222	hardware	strainer	0.148888889	45
sawhorse	sawhorse	93500.0	hardware	sawhorse	0.279891304	46
tupperware	tupperware	77872.34043	container	tupperware	0.756838906	47
jar	jar	81717.3913	container	jar	0.812888199	46
oilcan	oilcan	77318.18182000001	container	oilcan	0.372159091	44
hot-water bottle	hot-water_bottle	85891.30435	container	hot-water bottle	0.446040373	46
jug	jug	68288.88889	container	jug	0.674603175	45
shopping cart	shopping_cart	67977.77778	container	shopping cart	0.364285714	45
sandbag	sandbag	77979.59184	container	sandbag	0.221938776	49
birdbath	birdbath	79500.0	container	birdbath	0.142361111	48
urn	urn	72510.63829999999	container	urn	0.40881459	47
suitcase	suitcase	74906.97674	container	suitcase	0.552740864	43
duffel bag	duffel_bag	84652.17391	container	duffel bag	0.444875776	46
test tube	test_tube	78883.72093	container	test tube	0.318106312	43
water heater	water_heater	79152.17391	container	water heater	0.192158385	46
teacup	teacup	87000.0	container	teacup	0.407275132	45
footbath	footbath	104692.3077	container	footbath	0.131410256	39
doghouse	doghouse	82704.54544999999	container	doghouse	0.14163961	44
beaker	beaker	72069.76744000001	container	beaker	0.454734219	43
cooker	cooker	61636.36364	container	cooker	0.258522727	44
aquarium	aquarium	82688.88889	container	aquarium	0.350793651	45
shaker	shaker	67673.91304	container	shaker	0.289208075	46
cabinet	cabinet	89652.17391	container	cabinet	0.424560041	46
drawer	drawer	73000.0	container	drawer	0.510957792	44
ashtray	ashtray	70543.47826	container	ashtray	0.225931677	46
bowl	bowl	74700.0	container	bowl	0.693214286	50
can	can	70020.83333000001	container	can	0.677901786	48
chest	chest2	76617.02128	container	chest (box)	0.647796353	47
basket	basket	62000.0	container	basket	0.685492802	43
pot	pot	71604.65116000001	container	pot	0.627491694	43
piggy bank	piggy_bank	71930.23255999999	container	piggy bank	0.418604651	43
saltshaker	saltshaker	102911.1111	container	saltshaker	0.368650794	45
briefcase	briefcase	81543.47826	container	briefcase	0.470626294	46
bag	bag	69666.66666999999	container	bag	0.696269841	45
wineglass	wineglass	65818.18182000001	container	wineglass	0.404356061	44
syringe	syringe	66638.29787000001	container	syringe	0.178951368	47
pan	pan	73666.66666999999	container	pan	0.437698413	45
coffee pot	coffee_pot	70976.74419000001	container	coffee pot	0.482973422	43
crate	crate	66733.33333	container	crate	0.695634921	45
locker	locker	70916.66666999999	container	locker	0.444072421	48
thermos	thermos	70000.0	container	thermos	0.631666667	45
dustpan	dustpan	77954.54544999999	container	dustpan	0.174918831	44
fishbowl	fishbowl	74782.6087	container	fishbowl	0.336180124	46
mold	mold1	89906.97674	container	mold (container)	0.386212625	43
vial	vial	68318.18182000001	container	vial	0.497294372	44
dumpster	dumpster	76525.0	container	dumpster	0.452678571	40
coffin	coffin	105395.3488	container	coffin	0.226328904	43
terrarium	terrarium	71902.43902	container	terrarium	0.253484321	41
goblet	goblet	64804.34783	container	goblet	0.223602484	46
cup	cup	80829.78722999999	container	cup	0.722644377	47
wheelbarrow	wheelbarrow	88434.78261	container	wheelbarrow	0.296195652	46
backpack	backpack	73133.33333	container	backpack	0.525396825	45
pocket	pocket	76487.80488	container	pocket	0.381097561	41
swimming pool	swimming_pool	77717.3913	container	swimming pool	0.143245342	46
box	box	69632.65306	container	box	0.830174927	49
bin	bin	70608.69565	container	bin	0.748447205	46
purse	purse	69744.68084999999	container	purse	0.534194529	47
teapot	teapot	63000.0	container	teapot	0.40137987	44
glass	glass	74645.83333000001	container	glass	0.658482143	48
honeypot	honeypot	75418.60465000001	container	honeypot	0.273671096	43
wallet	wallet	95829.26829	container	wallet	0.277439024	41
birdcage	birdcage	80500.0	container	birdcage	0.283279221	44
hatbox	hatbox	123127.6596	container	hatbox	0.36301925	47
container	container	68673.46939	container	container	0.768464529	49
pitcher	pitcher	69886.36364	container	pitcher	0.601136364	44
canister	canister	71543.47826	container	canister	0.723214286	46
bucket	bucket	67695.65217	container	bucket	0.720108696	46
dresser	dresser	77304.34783	container	dresser	0.44992236	46
vase	vase	78152.17391	container	vase	0.576086957	46
trunk	trunk	67163.26531	container	trunk	0.47947036	49
wok	wok	93902.43902	container	wok	0.18510453	41
wine bottle	wine_bottle	97888.88889	container	wine bottle	0.485185185	45
cage	cage	84200.0	container	cage	0.442063492	45
flask	flask	75312.5	container	flask	0.487723214	48
measuring cup	measuring_cup	70086.95652	container	measuring cup	0.558229814	46
petri dish	petri_dish	69513.51350999999	container	petri dish	0.174227799	37
mug	mug	80902.43902	container	mug	0.503919861	41
bank	bank	81148.93617	container	bank	0.164893617	47
ballot box	ballot_box	66040.81633	container	ballot box	0.253279883	49
tent	tent	92547.61905	container	tent	0.103316327	42
water bottle	water_bottle	82061.22449000001	container	water bottle	0.648177843	49
lunchbox	lunchbox	85232.55814	container	lunchbox	0.652574751	43
bedpan	bedpan	66840.90909	container	bedpan	0.186688312	44
filing cabinet	filing_cabinet	79347.82609	container	filing cabinet	0.451086957	46
paper bag	paper_bag	84790.69767	container	paper bag	0.545404208	43
closet	closet	77739.13043	container	closet	0.279891304	46
sarcophagus	sarcophagus	98578.94737	container	sarcophagus	0.167763158	38
inkwell	inkwell	71650.0	container	inkwell	0.19375	40
shopping basket	shopping_basket	76208.33333000001	container	shopping basket	0.558035714	48
matchbox	matchbox	69571.42856999999	container	matchbox	0.31335034	42
hot tub	hot_tub	89363.63636	container	hot tub	0.115665584	44
luggage	luggage	76840.90909	container	luggage	0.465232684	44
bottle	bottle	61612.2449	container	bottle	0.7303207	49
coop	coop	84761.90475999999	container	coop	0.145833333	42
trashcan	trashcan	81272.72727	container	trashcan	0.70900974	44
nightstand	nightstand	80711.11111	container	nightstand	0.18968254	45
wine cooler	wine_cooler	94446.80851	container	wine cooler	0.314969605	47
watering can	watering_can	81244.44443999999	container	watering can	0.487301587	45
keg	keg	71083.33333000001	container	keg	0.39546131	48
mailbox	mailbox	74913.04348	container	mailbox	0.439440994	46
bathtub	bathtub	67500.0	container	bathtub	0.25297619	48
kettle	kettle	64295.45455	container	kettle	0.470779221	44
pillbox	pillbox	66232.55814	container	pillbox	0.519518272	43
barrel	barrel	84733.33333	container	barrel	0.615079365	45
tank	tank2	67674.41859999999	container	tank (storage)	0.588178295	43
breadbox	breadbox	77456.52174	container	breadbox	0.385222567	46
toolbox	toolbox	78926.82927	container	toolbox	0.538066202	41
marijuana	marijuana	77113.63636	plant	marijuana	0.423295455	44
ivy	ivy	99478.26087	plant	ivy	0.567028986	46
palm tree	palm_tree	67750.0	plant	palm tree	0.48538961	44
grapevine	grapevine	79044.44444	plant	grapevine	0.358333333	45
bamboo	bamboo	80127.65957	plant	bamboo	0.385385005	47
asparagus	asparagus	73295.45455000001	plant	asparagus	0.251623377	44
clover	clover	86466.66666999999	plant	clover	0.428174603	45
aloe	aloe	79755.55556000001	plant	aloe	0.423015873	45
rose	rose	90953.48837	plant	rose	0.740033223	43
tulip	tulip	96200.0	plant	tulip	0.646296296	45
arugula	arugula	82421.05263	plant	arugula	0.212406015	38
tumbleweed	tumbleweed	85239.13043	plant	tumbleweed	0.157608696	46
poinsettia	poinsettia	112142.8571	plant	poinsettia	0.488095238	42
seaweed	seaweed	76613.63636	plant	seaweed	0.199134199	44
parsley	parsley	72090.90909	plant	parsley	0.309253247	44
plant	plant	78585.36585	plant	plant	0.761759582	41
grass	grass	73069.76744000001	plant	grass	0.706810631	43
pine tree	pine_tree	61187.5	plant	pine tree	0.486235119	48
artichoke	artichoke	74073.17073	plant	artichoke	0.222996516	41
bonsai	bonsai	107365.8537	plant	bonsai	0.392421603	41
hedge	hedge	81390.2439	plant	hedge	0.459494774	41
sunflower	sunflower	71642.85714000001	plant	sunflower	0.675170068	42
apple tree	apple_tree	88829.26829	plant	apple tree	0.445557491	41
cabbage	cabbage	97285.71429	plant	cabbage	0.343537415	42
flower	flower	84976.19048	plant	flower	0.771400227	42
cilantro	cilantro	92977.77778	plant	cilantro	0.280555556	45
mint	mint	83466.66666999999	plant	mint	0.281349206	45
spinach	spinach	101604.6512	plant	spinach	0.302325581	43
tree	tree	83521.73913	plant	tree	0.714932712	46
broccoli	broccoli	92272.72727	plant	broccoli	0.262581169	44
leek	leek	64409.090910000006	plant	leek	0.135957792	44
poppy	poppy	73850.0	plant	poppy	0.395089286	40
kale	kale	66190.47619	plant	kale	0.31292517	42
moss	moss	73409.09091	plant	moss	0.314123377	44
bush	bush	88173.91304	plant	bush	0.651526915	46
orchid	orchid	79340.90909	plant	orchid	0.595373377	44
corn	corn	78724.13793	plant	corn	0.501847291	29
cactus	cactus	102538.4615	plant	cactus	0.551739927	39
fern	fern	89309.52381	plant	fern	0.604591837	42
lettuce	lettuce	82659.09091	plant	lettuce	0.409361472	44
chive	chive	67866.66667	plant	chive	0.25515873	45
bok choy	bok_choy	70575.0	plant	bok choy	0.157142857	40
weed	weed	77229.16666999999	plant	weed	0.453869048	48
daisy	daisy	74837.2093	plant	daisy	0.620016611	43
dandelion	dandelion	94000.0	plant	dandelion	0.541798942	45
lavender	lavender	74162.16215999999	plant	lavender	0.4753861	37
basil	basil	67404.7619	plant	basil	0.379393424	42
bird	bird	84886.36364	bird	bird	0.663825758	44
hawk	hawk	85302.32558	bird	hawk	0.56154485	43
seagull	seagull	59135.135140000006	bird	seagull	0.627702703	37
owl	owl	79127.65957	bird	owl	0.497593718	47
chick	chick	81886.36364	bird	chick	0.380681818	44
goose	goose	65487.80488	bird	goose	0.482578397	41
penguin	penguin	79630.43478	bird	penguin	0.263586957	46
duckling	duckling	96195.65217	bird	duckling	0.352613872	46
eagle	eagle	66697.67442	bird	eagle	0.700166113	43
turkey	turkey	79755.55556000001	bird	turkey	0.466269841	45
pelican	pelican	62604.65116	bird	pelican	0.287790698	43
ostrich	ostrich	86431.81817999999	bird	ostrich	0.285308442	44
swan	swan	66974.35897	bird	swan	0.404304029	39
parrot	parrot	96361.70213	bird	parrot	0.590805471	47
cardinal	cardinal	76414.63415	bird	cardinal	0.448170732	41
rooster	rooster	68227.27273	bird	rooster	0.514204545	44
vulture	vulture	78553.19149	bird	vulture	0.304559271	47
cockatoo	cockatoo	90574.46809	bird	cockatoo	0.252659574	47
puffin	puffin	83146.34146	bird	puffin	0.108972125	41
hummingbird	hummingbird	69869.56522	bird	hummingbird	0.572981366	46
pigeon	pigeon	69860.46512	bird	pigeon	0.669767442	43
duck	duck	75857.14285999999	bird	duck	0.630102041	42
peacock	peacock	72954.54544999999	bird	peacock	0.416477273	44
pheasant	pheasant	77744.18604999999	bird	pheasant	0.23255814	43
flamingo	flamingo	60533.33333	bird	flamingo	0.323412698	45
crow	crow	68000.0	bird	crow	0.586742424	44
toucan	toucan	69727.27273	bird	toucan	0.207386364	44
bracelet	bracelet1	87333.33333000001	clothing accessory	bracelet (watch)	0.616587302	45
tie	tie	80085.10638	clothing accessory	tie	0.719275583	47
belt buckle	belt_buckle	77311.11111	clothing accessory	belt buckle	0.507910053	45
bow	bow1	80727.27273	clothing accessory	bow (knot)	0.383522727	44
glove	glove	76604.16666999999	clothing accessory	glove	0.535962302	48
shawl	shawl	74847.82609	clothing accessory	shawl	0.53429089	46
lanyard	lanyard	74146.34146	clothing accessory	lanyard	0.215882695	41
muff	muff	88648.64865	clothing accessory	muff	0.152509653	37
belt	belt	70409.09091	clothing accessory	belt	0.775054113	44
suspenders	suspenders	88617.02128	clothing accessory	suspenders	0.432117528	47
mitten	mitten	64531.91488999999	clothing accessory	mitten	0.342527862	47
patch	patch	82090.90909	clothing accessory	patch	0.189123377	44
eye patch	eye_patch	88291.66666999999	clothing accessory	eye patch	0.078993056	48
bracelet	bracelet2	76636.36364	clothing accessory	bracelet (jewelry)	0.673430736	44
earring	earring	80042.55319	clothing accessory	earring	0.636094225	47
watch	watch	69488.37209	clothing accessory	watch	0.674612403	43
boa	boa	66054.05405	clothing accessory	boa	0.269787645	37
buckle	buckle	89377.77778	clothing accessory	buckle	0.468650794	45
bowtie	bowtie	69270.83333000001	clothing accessory	bowtie	0.577480159	48
corsage	corsage	85409.09091	clothing accessory	corsage	0.217126623	44
visor	visor	77200.0	clothing accessory	visor	0.29978836	45
handkerchief	handkerchief	91404.25532	clothing accessory	handkerchief	0.402988855	47
purse	purse	79804.87805	clothing accessory	purse	0.660743322	41
cummerbund	cummerbund	73194.44443999999	clothing accessory	cummerbund	0.232473545	36
button	button1	94891.30435	clothing accessory	button (textiles)	0.372774327	46
cufflink	cufflink	72166.66666999999	clothing accessory	cufflink	0.343501984	48
bandanna	bandanna	67895.83333000001	clothing accessory	bandanna	0.545758929	48
hat	hat	76847.82609	clothing accessory	hat	0.722696687	46
bonnet	bonnet	71209.30233	clothing accessory	bonnet	0.245155039	43
bolo tie	bolo_tie	70500.0	clothing accessory	bolo tie	0.357142857	36
brooch	brooch	94476.19048	clothing accessory	brooch	0.332908163	42
insole	insole	83230.76923	clothing accessory	insole	0.131105006	39
scarf	scarf	68595.74467999999	clothing accessory	scarf	0.731205674	47
headdress	headdress	74978.7234	clothing accessory	headdress	0.332320162	47
headband	headband	72288.88889	clothing accessory	headband	0.529365079	45
top hat	top_hat	68434.78261	clothing accessory	top hat	0.395056936	46
sombrero	sombrero	83066.66667	clothing accessory	sombrero	0.256587302	45
glasses	glasses	70255.81395000001	clothing accessory	glasses	0.440199336	43
pie	pie	75454.54544999999	dessert	pie	0.691287879	44
shortbread	shortbread	74533.33333000001	dessert	shortbread	0.302380952	45
ice-cream cone	ice-cream_cone	102731.7073	dessert	ice-cream cone	0.589721254	41
banana split	banana_split	85568.18182000001	dessert	banana split	0.543290043	44
fudge	fudge	69941.17647	dessert	fudge	0.414390756	34
crepe	crepe	69809.52381	dessert	crepe	0.226190476	42
caramel	caramel	63162.790700000005	dessert	caramel	0.243355482	43
cheese	cheese	78581.39534999999	dessert	cheese	0.023671096	43
sundae	sundae	86000.0	dessert	sundae	0.609292328	36
pastry	pastry	88083.33333000001	dessert	pastry	0.483630952	48
whipped cream	whipped_cream	77159.09091	dessert	whipped cream	0.29978355	44
wedding cake	wedding_cake	71272.72727	dessert	wedding cake	0.29099026	44
eclair	eclair	78139.53488	dessert	eclair	0.323089701	43
flan	flan	73023.80952	dessert	flan	0.192176871	42
chocolate	chocolate	52130.43478	dessert	chocolate	0.600543478	46
cake	cake	81581.39534999999	dessert	cake	0.805924695	43
cake mix	cake_mix	72146.34146	dessert	cake mix	0.222560976	41
cheesecake	cheesecake	58697.67442	dessert	cheesecake	0.647563677	43
souffle	souffle	96297.2973	dessert	souffle	0.260135135	37
fruitcake	fruitcake	80488.37209	dessert	fruitcake	0.23089701	43
cookie	cookie	87450.0	dessert	cookie	0.726785714	40
pudding	pudding	90761.90476	dessert	pudding	0.510629252	42
milkshake	milkshake	65200.0	dessert	milkshake	0.489285714	35
muffin	muffin	75243.24324	dessert	muffin	0.280405405	37
sorbet	sorbet	71902.43902	dessert	sorbet	0.307926829	41
mousse	mousse	71461.53846	dessert	mousse	0.391025641	39
ice cream	ice_cream	79116.27907	dessert	ice cream	0.72162237	43
popsicle	popsicle	92953.48837	dessert	popsicle	0.395625692	43
parfait	parfait	81205.12821	dessert	parfait	0.278846154	39
creme brulee	creme_brulee	64666.66667	dessert	creme brulee	0.376623377	33
donut	donut	62604.65116	dessert	donut	0.448089701	43
birthday cake	birthday_cake	93243.90244	dessert	birthday cake	0.547909408	41
dessert	dessert	77904.7619	dessert	dessert	0.656037415	42
brownie	brownie	63755.55556	dessert	brownie	0.692460317	45
cupcake	cupcake	68441.86047	dessert	cupcake	0.671511628	43
tiramisu	tiramisu	62780.4878	dessert	tiramisu	0.341898955	41
baklava	baklava	89285.71429	dessert	baklava	0.223809524	35
stapler	stapler	76869.56522	office supply	stapler	0.639673913	46
folder	folder	84934.78261	office supply	folder	0.513431677	46
paperclip	paperclip	84854.16666999999	office supply	paperclip	0.6046875	48
clipboard	clipboard	67413.04348	office supply	clipboard	0.318400621	46
highlighter	highlighter	90543.47826	office supply	highlighter	0.453804348	46
staple	staple	70727.27273	office supply	staple	0.575081169	44
notepad	notepad	61227.27273	office supply	notepad	0.545454545	44
envelope	envelope	98391.30435	office supply	envelope	0.5	46
binder	binder	58097.56098	office supply	binder	0.323170732	41
punch	punch2	86720.93023	office supply	punch (tool)	0.119186047	43
tack	tack	66958.33333000001	office supply	tack	0.138020833	48
glue	glue	66697.67442	office supply	glue	0.186461794	43
file	file2	66574.46809	office supply	file (folder)	0.617021277	47
thumbtack	thumbtack	66512.19512	office supply	thumbtack	0.237804878	41
pencil sharpener	pencil_sharpener	83895.83333000001	office supply	pencil sharpener	0.3046875	48
eraser	eraser	72911.11111	office supply	eraser	0.327777778	45
fountain pen	fountain_pen	72868.42104999999	office supply	fountain pen	0.317669173	38
pencil	pencil	69136.36364	office supply	pencil	0.581980519	44
tape	tape	88333.33333000001	office supply	tape	0.46468254	45
notebook	notebook	71288.88889	office supply	notebook	0.465873016	45
scissors	scissors	76822.22222	office supply	scissors	0.43968254	45
paper	paper	69450.0	office supply	paper	0.690625	40
pen	pen	80020.83333000001	office supply	pen	0.793154762	48
rubber band	rubber_band	70931.81817999999	office supply	rubber band	0.332386364	44
ink	ink	79613.63636	office supply	ink	0.381899351	44
ketchup	ketchup	64727.27273	condiment	ketchup	0.853733766	44
cream cheese	cream_cheese	82720.93023	condiment	cream cheese	0.282807309	43
jam	jam	62822.22222	condiment	jam	0.546111111	45
sauce	sauce	74282.05128	condiment	sauce	0.516178266	39
maple syrup	maple_syrup	72954.54544999999	condiment	maple syrup	0.433035714	44
marmalade	marmalade	65852.94118000001	condiment	marmalade	0.328676471	34
pesto	pesto	76116.27907	condiment	pesto	0.262624585	43
soy sauce	soy_sauce	70186.04651	condiment	soy sauce	0.536821705	43
peanut butter	peanut_butter	73605.26316	condiment	peanut butter	0.380169173	38
gravy	gravy	74475.0	condiment	gravy	0.3625	40
ginger	ginger	73404.7619	condiment	ginger	0.12202381	42
syrup	syrup	74923.07692	condiment	syrup	0.442765568	39
butter	butter	69250.0	condiment	butter	0.49512987	44
applesauce	applesauce	69219.5122	condiment	applesauce	0.110046458	41
mustard	mustard	64195.65217	condiment	mustard	0.789725673	46
melon	melon	73021.2766	fruit	melon	0.49050152	47
cherry	cherry	86979.16666999999	fruit	cherry	0.572172619	48
berry	berry	108891.3043	fruit	berry	0.460791925	46
raspberry	raspberry	77543.47826	fruit	raspberry	0.530020704	46
pineapple	pineapple	84842.10526	fruit	pineapple	0.592105263	38
fig	fig	88891.30435	fruit	fig	0.140398551	46
mulberry	mulberry	87571.42856999999	fruit	mulberry	0.071428571	42
star fruit	star_fruit	95391.30435	fruit	star fruit	0.145833333	46
banana	banana	91723.40426	fruit	banana	0.734929078	47
apple	apple	77755.55556000001	fruit	apple	0.836111111	45
plum	plum	92023.80952	fruit	plum	0.391865079	42
coconut	coconut	96644.44444	fruit	coconut	0.215740741	45
lemon	lemon	114404.2553	fruit	lemon	0.448708207	47
watermelon	watermelon	100160.0	fruit	watermelon	0.594285714	50
avocado	avocado	105595.7447	fruit	avocado	0.199848024	47
strawberry	strawberry	78622.22222	fruit	strawberry	0.737698413	45
peach	peach	91444.44444	fruit	peach	0.592592593	45
cantaloupe	cantaloupe	99200.0	fruit	cantaloupe	0.413888889	45
kiwi	kiwi	62122.44898	fruit	kiwi	0.35058309	49
grapefruit	grapefruit	87085.10638	fruit	grapefruit	0.432370821	47
orange	orange	93760.86957	fruit	orange	0.819487578	46
papaya	papaya	107341.4634	fruit	papaya	0.281358885	41
pear	pear	91265.30612	fruit	pear	0.479348882	49
cranberry	cranberry	93875.0	fruit	cranberry	0.290302579	48
lime	lime	66159.09091	fruit	lime	0.394886364	44
grape	grape	83934.78261	fruit	grape	0.670289855	46
blackberry	blackberry	66909.09091	fruit	blackberry	0.462121212	44
fruit	fruit	112355.5556	fruit	fruit	0.500925926	45
prune	prune	71840.0	fruit	prune	0.145	50
pomegranate	pomegranate	76466.66666999999	fruit	pomegranate	0.280555556	45
raisin	raisin	72347.82609	fruit	raisin	0.207298137	46
mango	mango	90270.83333	fruit	mango	0.531374008	48
tomato	tomato	92630.43478	fruit	tomato	0.214285714	46
blueberry	blueberry	56142.85714	fruit	blueberry	0.606292517	49
saxophone	saxophone	65674.41859999999	musical instrument	saxophone	0.63538206	43
trombone	trombone	73642.85714000001	musical instrument	trombone	0.544954649	42
xylophone	xylophone	78644.44444	musical instrument	xylophone	0.298280423	45
gong	gong	82488.88889	musical instrument	gong	0.164285714	45
chime	chime	86711.11111	musical instrument	chime	0.10952381	45
bagpipe	bagpipe	74787.23404	musical instrument	bagpipe	0.276342452	47
kazoo	kazoo	65285.71429	musical instrument	kazoo	0.153486395	42
cymbal	cymbal	91975.0	musical instrument	cymbal	0.330714286	40
drum	drum	73590.90909	musical instrument	drum	0.707521645	44
clarinet	clarinet	78627.90698	musical instrument	clarinet	0.598006645	43
recorder	recorder	75260.86957	musical instrument	recorder	0.316459627	46
triangle	triangle	57179.48718	musical instrument	triangle	0.202838828	39
mandolin	mandolin	60425.53191	musical instrument	mandolin	0.20212766	47
flute	flute	86170.21277000001	musical instrument	flute	0.706712259	47
keyboard	keyboard	76217.3913	musical instrument	keyboard	0.637034161	46
ukulele	ukulele	59916.66667	musical instrument	ukulele	0.372519841	48
horn	horn	62600.0	musical instrument	horn	0.437698413	45
guitar	guitar	63022.72727	musical instrument	guitar	0.837256494	44
tambourine	tambourine	74428.57143000001	musical instrument	tambourine	0.430272109	42
cello	cello	78717.94872	musical instrument	cello	0.449786325	39
banjo	banjo	81688.88889	musical instrument	banjo	0.455687831	45
bongo	bongo	68000.0	musical instrument	bongo	0.300595238	44
harp	harp	70069.76744000001	musical instrument	harp	0.335354374	43
tuba	tuba	75000.0	musical instrument	tuba	0.45923913	46
french horn	french_horn	86086.95652	musical instrument	french horn	0.37189441	46
violin	violin	96708.33333	musical instrument	violin	0.758407738	48
