targetWord,answerWord,wordPairing,iso_sim_img_img,iso_sim_img_txt
pitcher,batter,hard,0.6460882425308228,0.22283479571342468
pitcher,tumbleweed,easy,0.6247362494468689,0.22444957494735718
pitcher,medal,distal,0.7501316070556641,0.20490309596061707
potato,pot,hard,0.5645348429679871,0.1991843283176422
potato,glasses,easy,0.6150345206260681,0.17201267182826996
potato,dragonfly,distal,0.5808423757553101,0.1805848330259323
prism,radar,hard,0.7248661518096924,0.21646076440811157
prism,subway,easy,0.6069304943084717,0.20088990032672882
prism,chinchilla,distal,0.572883129119873,0.17591020464897156
prune,raisin,hard,0.8044573664665222,0.2664569318294525
prune,headrest,easy,0.692304253578186,0.19137965142726898
prune,jukebox,distal,0.6465005278587341,0.16451866924762726
puddle,bubble,hard,0.6186825037002563,0.21751880645751953
puddle,baseball,easy,0.624375581741333,0.16998134553432465
puddle,salami,distal,0.5754615068435669,0.1747608184814453
pump,plug,hard,0.6216437816619873,0.1854977011680603
pump,coat,easy,0.6552340984344482,0.18203914165496826
pump,scarf,distal,0.67400062084198,0.16597461700439453
rice,dice,hard,0.6791996359825134,0.21662211418151855
rice,box,easy,0.7965261936187744,0.21996508538722992
rice,bedpost,distal,0.7580224275588989,0.23695404827594757
saddle,handle,hard,0.6421501636505127,0.24338950216770172
saddle,figurine,easy,0.6368657946586609,0.21375475823879242
saddle,broccoli,distal,0.5893418788909912,0.20707309246063232
sandbag,sandpaper,hard,0.7091909050941467,0.22654154896736145
sandbag,valve,easy,0.6708868145942688,0.21266841888427734
sandbag,octopus,distal,0.6426923274993896,0.20307570695877075
sauerkraut,potpourri,hard,0.7355642914772034,0.19926555454730988
sauerkraut,dashboard,easy,0.6480059623718262,0.18777477741241455
sauerkraut,clove,distal,0.7329974174499512,0.19380585849285126
scaffolding,satellite,hard,0.6039004921913147,0.196840301156044
scaffolding,veil,easy,0.5905792713165283,0.19495397806167603
scaffolding,antelope,distal,0.5991724133491516,0.19321098923683167
scoop,sauce,hard,0.6870547533035278,0.19657552242279053
scoop,statue,easy,0.5910444855690002,0.19870193302631378
scoop,cauliflower,distal,0.5868120193481445,0.22192604839801788
seagull,pigeon,hard,0.857158362865448,0.2538963556289673
seagull,lobster,easy,0.6812717914581299,0.13657034933567047
seagull,perfume,distal,0.4650558829307556,0.14025916159152985
ship,boat,hard,0.7538544535636902,0.2636887729167938
ship,nose,easy,0.4964880347251892,0.1856023371219635
ship,zucchini,distal,0.5925350189208984,0.22596710920333862
shower,soap,hard,0.6566823720932007,0.20960171520709991
shower,toe,easy,0.6742676496505737,0.18021166324615479
shower,cantaloupe,distal,0.6680642366409302,0.19590051472187042
silverware,trophy,hard,0.6289689540863037,0.26629579067230225
silverware,garlic,easy,0.6412272453308105,0.19629372656345367
silverware,eggnog,distal,0.5841003656387329,0.20033390820026398
sink,toilet,hard,0.833745002746582,0.22068984806537628
sink,stair,easy,0.664739727973938,0.22434696555137634
sink,knitting,distal,0.608890175819397,0.1627941131591797
ski,ice,hard,0.5195752382278442,0.23187120258808136
ski,suitcase,easy,0.545849621295929,0.18396659195423126
ski,pincushion,distal,0.5118447542190552,0.20506219565868378
sloth,donkey,hard,0.7375209331512451,0.20560576021671295
sloth,clam,easy,0.6814744472503662,0.18060119450092316
sloth,incense,distal,0.5889071822166443,0.13585487008094788
snail,worm,hard,0.7681651711463928,0.23495621979236603
snail,cow,easy,0.6505403518676758,0.16948248445987701
snail,visor,distal,0.6135434508323669,0.2123779058456421
sorbet,palette,hard,0.6713403463363647,0.19432498514652252
sorbet,tamale,easy,0.6373111009597778,0.18536102771759033
sorbet,chive,distal,0.6409804821014404,0.1837494671344757
spatula,paddle,hard,0.8376188278198242,0.2664852738380432
spatula,lava,easy,0.7012341022491455,0.2092747688293457
spatula,pheasant,distal,0.6068475842475891,0.19743669033050537
sprinkler,sparkler,hard,0.594531774520874,0.25146394968032837
sprinkler,flower,easy,0.5811026096343994,0.20937979221343994
sprinkler,charcoal,distal,0.5686267018318176,0.22948700189590454
squash,pumpkin,hard,0.7737839818000793,0.2955515682697296
squash,branch,easy,0.7101832032203674,0.23121857643127441
squash,gazelle,distal,0.6322506666183472,0.1793421357870102
squirrel,monkey,hard,0.7113590836524963,0.19792352616786957
squirrel,eagle,easy,0.654808759689331,0.21019072830677032
squirrel,shorts,distal,0.6161902546882629,0.18534359335899353
stew,soup,hard,0.7596598863601685,0.21688999235630035
stew,mixer,easy,0.70856112241745,0.18484003841876984
stew,orchid,distal,0.660605251789093,0.1796685755252838
stretcher,drill,hard,0.6666526794433594,0.22182586789131165
stretcher,thermostat,easy,0.645470917224884,0.2026231288909912
stretcher,vase,distal,0.5508807897567749,0.1736695021390915
stump,log,hard,0.7468017935752869,0.2532722055912018
stump,bookshelf,easy,0.6211951375007629,0.16938339173793793
stump,showerhead,distal,0.6175717115402222,0.14974379539489746
sunflower,pineapple,hard,0.7851958870887756,0.21254363656044006
sunflower,rim,easy,0.5186760425567627,0.17993855476379395
sunflower,pinball,distal,0.6866158246994019,0.2017708420753479
swordfish,catfish,hard,0.7632172107696533,0.25708749890327454
swordfish,leopard,easy,0.6979769468307495,0.20199859142303467
swordfish,graffiti,distal,0.6500145196914673,0.21041813492774963
taillight,bumper,hard,0.6597720980644226,0.2604577839374542
taillight,luggage,easy,0.6377725601196289,0.18653643131256104
taillight,sushi,distal,0.5248622298240662,0.19345450401306152
tapestry,backdrop,hard,0.7167035937309265,0.20055221021175385
tapestry,leggings,easy,0.5954926013946533,0.17752137780189514
tapestry,forklift,distal,0.4968787431716919,0.13004489243030548
teabag,tea,hard,0.6825840473175049,0.272603303194046
teabag,fingerprint,easy,0.6682068109512329,0.23452509939670563
teabag,braid,distal,0.6365792751312256,0.18358828127384186
teapot,teacup,hard,0.7443875074386597,0.261386513710022
teapot,brake,easy,0.5293771624565125,0.17788530886173248
teapot,bookmark,distal,0.5975008010864258,0.18784864246845245
telescope,tripod,hard,0.6739634871482849,0.2713093161582947
telescope,windshield,easy,0.6785702705383301,0.22825226187705994
telescope,anklet,distal,0.4984898269176483,0.19650213420391083
thermos,oilcan,hard,0.7773712873458862,0.23162007331848145
thermos,firewood,easy,0.6939729452133179,0.21833360195159912
thermos,coral,distal,0.6723880767822266,0.23507511615753174
treasure,gift,hard,0.6419383883476257,0.23750552535057068
treasure,rope,easy,0.577226996421814,0.2003353238105774
treasure,lamp,distal,0.6596053242683411,0.19903366267681122
trumpet,flute,hard,0.7752696871757507,0.273599237203598
trumpet,violin,easy,0.7536614537239075,0.22821541130542755
trumpet,coleslaw,distal,0.548150360584259,0.18190550804138184
tulip,rose,hard,0.8194225430488586,0.24733783304691315
tulip,glove,easy,0.6291106939315796,0.1878734529018402
tulip,hubcap,distal,0.7396191358566284,0.20010337233543396
turbine,generator,hard,0.5612026453018188,0.20717594027519226
turbine,tab,easy,0.6868153214454651,0.22201190888881683
turbine,pesto,distal,0.5332402586936951,0.17808957397937775
turkey,goat,hard,0.6361472010612488,0.20936155319213867
turkey,swan,easy,0.7341057658195496,0.24271602928638458
turkey,pencil,distal,0.6598097085952759,0.2185489535331726
turtle,frog,hard,0.7612875699996948,0.2352863997220993
turtle,horse,easy,0.6980167031288147,0.1707896590232849
turtle,railing,distal,0.6534668803215027,0.20591454207897186
tuxedo,suit,hard,0.8715037107467651,0.23681487143039703
tuxedo,stroller,easy,0.5799791812896729,0.16643355786800385
tuxedo,moccasin,distal,0.5668095350265503,0.13979797065258026
typewriter,printer,hard,0.6456642746925354,0.24616248905658722
typewriter,sunglasses,easy,0.6111013293266296,0.18583187460899353
typewriter,drumstick,distal,0.6422569155693054,0.16545385122299194
watermelon,strawberry,hard,0.8380403518676758,0.24866421520709991
watermelon,screwdriver,easy,0.6160333752632141,0.1574607491493225
watermelon,crane,distal,0.5572106242179871,0.14410296082496643
waterwheel,pinwheel,hard,0.6846597194671631,0.20269203186035156
waterwheel,target,easy,0.7614216804504395,0.21023567020893097
waterwheel,boa,distal,0.7275638580322266,0.20096148550510406
