targetWord,trial,option,answerWord,img_idx,tgt_idx,sim_img_img,sim_img_txt,sim_txt_txt,wordPairing,AoA_Est_Word2,AoA_Est_Word1,AoA_Bin,AoA_Bin_Name,phon_sim,log_freq_target_word,superordinate_category_target_word,concreteness_target_word,log_freq_answer_word,superordinate_category_answer_word,concreteness_answer_word,mean_typicality
cassette,18,image3,book,71,69,0.62158203125,0.2010498046875,0.845703125,easy,3.68,6.37,2,Harder Words,0,4.543294782270004,NA,4.6,9.107975365298154,NA,4.9,NA
cassette,18,image4,hammock,72,69,0.59228515625,0.1826171875,0.6689453125,distal,7.11,6.37,2,Harder Words,0,4.543294782270004,NA,4.6,4.276666119016055,furniture,4.89,NA
cheese,19,image2,butter,74,73,0.84375,0.25634765625,0.88916015625,hard,5.78,4.33,1,Easy Words,0,7.596894438144544,"food, dessert",4.7,6.949856455000773,food,4.9,0.36302602399999995
cheese,19,image3,mud,75,73,0.462646484375,0.1973876953125,0.8076171875,easy,4.05,4.33,1,Easy Words,0,7.596894438144544,"food, dessert",4.7,6.6293632534374485,NA,4.86,0.36302602399999995
cheese,19,image4,hippopotamus,76,73,0.50439453125,0.197021484375,0.69580078125,distal,7,4.33,1,Easy Words,0,7.596894438144544,"food, dessert",4.7,3.367295829986474,animal,4.93,0.36302602399999995
cloak,20,image2,hood,78,77,0.6376953125,0.2431640625,0.8359375,hard,5.5,6.95,2,Harder Words,0.19999999999999996,5.0369526024136295,clothing,4.71,6.666956792429207,NA,4.88,0.2532493675
cloak,20,image3,cinnamon,79,77,0.475341796875,0.1793212890625,0.779296875,easy,5.37,6.95,2,Harder Words,0,5.0369526024136295,clothing,4.71,5.030437921392435,food,4.85,0.2532493675
cloak,20,image4,jellyfish,80,77,0.5263671875,0.210205078125,0.646484375,distal,6.61,6.95,2,Harder Words,0.125,5.0369526024136295,clothing,4.71,4.31748811353631,animal,4.93,0.2532493675
clothespin,21,image2,toothpick,82,81,0.69970703125,0.26708984375,0.8330078125,hard,6.83,7.83,2,Harder Words,0.2222222222222222,2.772588722239781,NA,4.41,3.970291913552122,NA,4.93,0.42248062
clothespin,21,image3,volleyball,83,81,0.56787109375,0.1822509765625,0.68017578125,easy,7.05,7.83,2,Harder Words,0,2.772588722239781,NA,4.41,4.07753744390572,sports equipment,4.93,0.42248062
clothespin,21,image4,fondue,84,81,0.65380859375,0.174560546875,0.61767578125,distal,10.78,7.83,2,Harder Words,0,2.772588722239781,NA,4.41,3.871201010907891,food,4.79,0.42248062
coaster,22,image2,card,86,85,0.54052734375,0.2308349609375,0.833984375,hard,6.2,7.89,2,Harder Words,0.1428571428571429,5.075173815233827,home decor,4.68,8.379768515504566,NA,4.9,0.476052049
coaster,22,image3,painting,87,85,0.499755859375,0.174072265625,0.779296875,easy,5.26,7.89,2,Harder Words,0.1428571428571429,5.075173815233827,home decor,4.68,7.306531398939505,NA,4.59,0.476052049
coaster,22,image4,hummingbird,88,85,0.466552734375,0.2103271484375,0.65234375,distal,6.95,7.89,2,Harder Words,0,5.075173815233827,home decor,4.68,3.4657359027997265,"animal, bird",4.96,0.476052049
cork,23,image2,jersey,90,89,0.4697265625,0.1968994140625,0.83154296875,hard,8.960566000000002,9.05,3,Difficult Words,0,4.990432586778736,NA,4.86,6.828712071641684,clothing,4.56,NA
cork,23,image3,skateboard,91,89,0.59814453125,0.2244873046875,0.73193359375,easy,6.94,9.05,3,Difficult Words,0.2222222222222222,4.990432586778736,NA,4.86,4.454347296253507,"toy, vehicle, sports equipment",4.86,NA
cork,23,image4,mascara,92,89,0.6201171875,0.2147216796875,0.640625,distal,9.21,9.05,3,Difficult Words,0.25,4.990432586778736,NA,4.86,4.174387269895637,NA,4.93,NA
cornbread,24,image2,corn,94,93,0.6689453125,0.2493896484375,0.85693359375,hard,4.61,6.4,2,Harder Words,0.5,3.8501476017100584,food,4.79,6.587550014824796,"plant, food, vegetable",4.96,0.554383117
cornbread,24,image3,wreath,95,93,0.56005859375,0.189208984375,0.67626953125,easy,7.06,6.4,2,Harder Words,0.125,3.8501476017100584,food,4.79,4.007333185232471,home decor,4.93,0.554383117
cornbread,24,image4,organ,96,93,0.475830078125,0.1507568359375,0.6142578125,distal,8.72,6.4,2,Harder Words,0.25,3.8501476017100584,food,4.79,5.916202062607435,musical instrument,4.77,0.554383117
corset,25,image2,harness,98,97,0.5244140625,0.2032470703125,0.798828125,hard,7.83,10.67,3,Difficult Words,0.16666666666666663,3.828641396489095,clothing,4.48,4.897839799950911,NA,4.14,0.2844461555
corset,25,image3,mantle,99,97,0.59716796875,0.1568603515625,0.66552734375,easy,9.17,10.67,3,Difficult Words,0,3.828641396489095,clothing,4.48,4.709530201312334,NA,4.57,0.2844461555
corset,25,image4,bonsai,100,97,0.63427734375,0.13134765625,0.58642578125,distal,11.22,10.67,3,Difficult Words,0.16666666666666663,3.828641396489095,clothing,4.48,3.9318256327243257,"home decor, plant",4.03,0.2844461555
cymbal,26,image2,mallet,102,101,0.476318359375,0.2568359375,0.8173828125,hard,10.94,9.94,3,Difficult Words,0,2.6390573296152584,musical instrument,4.92,3.58351893845611,tool,4.93,0.330714286
cymbal,26,image3,kaleidoscope,103,101,0.36962890625,0.174072265625,0.65087890625,easy,7.41,9.94,3,Difficult Words,0.08333333333333337,2.6390573296152584,musical instrument,4.92,2.772588722239781,toy,4.79,0.330714286
cymbal,26,image4,ferry,104,101,0.29345703125,0.1610107421875,0.62939453125,distal,8,9.94,3,Difficult Words,0,2.6390573296152584,musical instrument,4.92,5.6131281063880705,vehicle,4.83,0.330714286
dumpling,27,image2,meatball,106,105,0.72802734375,0.2147216796875,0.85107421875,hard,6,8.5,3,Difficult Words,0,3.828641396489095,food,4.65,4.890349128221754,food,4.93,0.486024845
dumpling,27,image3,rocket,107,105,0.4326171875,0.1790771484375,0.77734375,easy,5.63,8.5,3,Difficult Words,0.1428571428571429,3.828641396489095,food,4.65,6.405228458030842,vehicle,4.73,0.486024845
dumpling,27,image4,coyote,108,105,0.439208984375,0.17529296875,0.66162109375,distal,6.68,8.5,3,Difficult Words,0,3.828641396489095,food,4.65,5.225746673713202,animal,4.96,0.486024845
elbow,28,image2,arm,110,109,0.83740234375,0.211669921875,0.87451171875,hard,3.26,4.78,1,Easy Words,0,5.749392985908253,body part,5,8.112827478751374,body part,4.96,0.467948718
elbow,28,image3,bed,111,109,0.57666015625,0.2099609375,0.76513671875,easy,2.89,4.78,1,Easy Words,0.19999999999999996,5.749392985908253,body part,5,9.163667963777751,furniture,5,0.467948718
elbow,28,image4,gorilla,112,109,0.63818359375,0.1983642578125,0.6787109375,distal,5.74,4.78,1,Easy Words,0,5.749392985908253,body part,5,5.648974238161206,"animal, food",4.97,0.467948718
fan,29,image2,album,114,113,0.443115234375,0.1754150390625,0.90380859375,hard,6.72,5.63,1,Easy Words,0,7.491645473605133,electronic device,4.71,6.259581464064923,home decor,4.69,0.44043096000000004
fan,29,image3,boulder,115,113,0.489990234375,0.2025146484375,0.76171875,easy,7.9161800000000015,5.63,1,Easy Words,0,7.491645473605133,electronic device,4.71,4.672828834461906,NA,4.67,0.44043096000000004
fan,29,image4,chipmunk,116,113,0.51318359375,0.1998291015625,0.673828125,distal,4.7,5.63,1,Easy Words,0,7.491645473605133,electronic device,4.71,3.7612001156935624,animal,4.97,0.44043096000000004
flan,30,image2,fuse,118,117,0.50244140625,0.16015625,0.78125,hard,10.78,12.65,3,Difficult Words,0.25,4.465908118654584,"food, dessert",4.05,5.517452896464707,NA,4.55,0.20510006349999998
flan,30,image3,amplifier,119,117,0.435302734375,0.1767578125,0.7021484375,easy,11.35,12.65,3,Difficult Words,0.09999999999999998,4.465908118654584,"food, dessert",4.05,2.833213344056216,electronic device,4.79,0.20510006349999998
flan,30,image4,turnstile,120,117,0.486572265625,0.1798095703125,0.6103515625,distal,13.67,12.65,3,Difficult Words,0,4.465908118654584,"food, dessert",4.05,2.995732273553991,NA,4.36,0.20510006349999998
foam,31,image2,float,122,121,0.57177734375,0.2017822265625,0.8623046875,hard,5.39,6.15,2,Harder Words,0.6,5.19295685089021,NA,4.85,5.945420608606575,NA,4.07,NA
foam,31,image3,quilt,123,121,0.662109375,0.1837158203125,0.78369140625,easy,6.55,6.15,2,Harder Words,0,5.19295685089021,NA,4.85,3.6888794541139363,NA,5,NA
foam,31,image4,asparagus,124,121,0.56982421875,0.1744384765625,0.67822265625,distal,6.79,6.15,2,Harder Words,0,5.19295685089021,NA,4.85,3.9318256327243257,"plant, food, vegetable",4.96,NA
footbath,32,image2,trough,126,125,0.501953125,0.25244140625,0.79296875,hard,8.41,8.53,3,Difficult Words,0.16666666666666663,1.6094379124341003,container,4.46,4.290459441148391,NA,4.17,0.131410256
footbath,32,image3,vest,127,125,0.55224609375,0.1455078125,0.6611328125,easy,5.83,8.53,3,Difficult Words,0,1.6094379124341003,container,4.46,5.652489180268651,clothing,4.52,0.131410256
footbath,32,image4,rhinoceros,128,125,0.485107421875,0.1790771484375,0.59130859375,distal,6,8.53,3,Difficult Words,0,1.6094379124341003,container,4.46,3.6635616461296463,animal,4.75,0.131410256
fox,33,image2,wolf,130,129,0.7587890625,0.219482421875,0.8779296875,hard,4.5,5.017476,1,Easy Words,0,7.005789019253503,animal,4.97,6.942156705699469,animal,4.79,0.6555357145
fox,33,image3,reindeer,131,129,0.68408203125,0.19384765625,0.79638671875,easy,3.58,5.017476,1,Easy Words,0,7.005789019253503,animal,4.97,5.153291594497779,animal,4.7,0.6555357145
fox,33,image4,harmonica,132,129,0.486083984375,0.159912109375,0.64501953125,distal,7.32,5.017476,1,Easy Words,0.2222222222222222,7.005789019253503,animal,4.97,4.499809670330265,musical instrument,4.9,0.6555357145
freezer,34,image2,cooler,134,133,0.7919921875,0.26416015625,0.89208984375,hard,6.11,4.63,1,Easy Words,0.33333333333333337,5.575949103146316,"electronic device, kitchen appliance",4.87,5.8888779583328805,NA,4.14,0.4986338413333333
freezer,34,image3,nest,135,133,0.47900390625,0.17919921875,0.76953125,easy,5.11,4.63,1,Easy Words,0,5.575949103146316,"electronic device, kitchen appliance",4.87,6.340359303727752,NA,4.86,0.4986338413333333
freezer,34,image4,binoculars,136,133,0.55126953125,0.1649169921875,0.67626953125,distal,6.79,4.63,1,Easy Words,0.18181818181818177,5.575949103146316,"electronic device, kitchen appliance",4.87,4.394449154672439,NA,5,0.4986338413333333
fruitcake,35,image2,fudge,138,137,0.7138671875,0.236572265625,0.87744140625,hard,5.78,8.28,3,Difficult Words,0.125,4.663439094112067,"food, dessert",4.62,5.225746673713202,"food, dessert",4.89,0.23220986850000003
fruitcake,35,image3,dough,139,137,0.6181640625,0.19775390625,0.80615234375,easy,6.63,8.28,3,Difficult Words,0,4.663439094112067,"food, dessert",4.62,6.698268054115413,food,4.79,0.23220986850000003
fruitcake,35,image4,anvil,140,137,0.52294921875,0.1827392578125,0.65087890625,distal,10.79,8.28,3,Difficult Words,0,4.663439094112067,"food, dessert",4.62,3.4965075614664802,tool,4.96,0.23220986850000003
gondola,36,image2,trolley,142,141,0.53759765625,0.2432861328125,0.7119140625,hard,8.47,10.21,3,Difficult Words,0.125,3.6375861597263857,vehicle,4.92,4.290459441148391,vehicle,4.73,0.16276706400000002
gondola,36,image3,clipboard,143,141,0.469482421875,0.171142578125,0.6064453125,easy,7.76,10.21,3,Difficult Words,0,3.6375861597263857,vehicle,4.92,3.6635616461296463,office supply,4.93,0.16276706400000002
gondola,36,image4,charger,144,141,0.415771484375,0.1524658203125,0.53173828125,distal,10.63,10.21,3,Difficult Words,0,3.6375861597263857,vehicle,4.92,4.143134726391533,NA,4.39,0.16276706400000002
grate,37,image2,crate,146,145,0.59716796875,0.18359375,0.873046875,hard,7.06,8.9,3,Difficult Words,0.8,3.970291913552122,NA,4.82,5.3471075307174685,container,4.93,NA
grate,37,image3,reel,147,145,0.68310546875,0.241943359375,0.86279296875,easy,9.12,8.9,3,Difficult Words,0.19999999999999996,3.970291913552122,NA,4.82,5.117993812416755,NA,4.14,NA
grate,37,image4,tuba,148,145,0.58447265625,0.2357177734375,0.68408203125,distal,7,8.9,3,Difficult Words,0,3.970291913552122,NA,4.82,4.127134385045092,musical instrument,4.86,NA
gutter,38,image2,filter,150,149,0.57958984375,0.216552734375,0.8623046875,hard,8.05,7.79,2,Harder Words,0.33333333333333337,5.5909869805108565,NA,4.85,5.093750200806762,NA,4.59,NA
gutter,38,image3,almond,151,149,0.53662109375,0.18896484375,0.7568359375,easy,7.67,7.79,2,Harder Words,0.16666666666666663,5.5909869805108565,NA,4.85,4.04305126783455,food,4.71,NA
gutter,38,image4,porthole,152,149,0.576171875,0.198486328125,0.67529296875,distal,10.12,7.79,2,Harder Words,0,5.5909869805108565,NA,4.85,3.367295829986474,NA,4.31,NA
hamster,39,image2,rabbit,154,153,0.7490234375,0.216796875,0.8486328125,hard,3.94,4.37,1,Easy Words,0.2857142857142857,4.700480365792417,animal,4.86,6.974478911025045,"animal, food",4.93,0.5528474905
hamster,39,image3,tadpole,155,153,0.5576171875,0.187744140625,0.7412109375,easy,6.37,4.37,1,Easy Words,0.1428571428571429,4.700480365792417,animal,4.86,3.4339872044851463,animal,4.86,0.5528474905
hamster,39,image4,skirt,156,153,0.48876953125,0.177978515625,0.66064453125,distal,5.67,4.37,1,Easy Words,0.1428571428571429,4.700480365792417,animal,4.86,6.2324480165505225,clothing,4.82,0.5528474905
headdress,40,image2,crown,158,157,0.6435546875,0.239990234375,0.85107421875,hard,7.8,9.06,3,Difficult Words,0,2.772588722239781,"clothing, clothing accessory",4.71,6.54965074223381,clothing,4.81,0.23508756966666666
headdress,40,image3,poster,159,157,0.490234375,0.1812744140625,0.74658203125,easy,8.12,9.06,3,Difficult Words,0,2.772588722239781,"clothing, clothing accessory",4.71,5.723585101952381,home decor,4.66,0.23508756966666666
headdress,40,image4,mango,160,157,0.55810546875,0.22509765625,0.6494140625,distal,8.22,9.06,3,Difficult Words,0,2.772588722239781,"clothing, clothing accessory",4.71,4.442651256490317,"food, fruit",5,0.23508756966666666
hedgehog,41,image2,owl,162,161,0.7216796875,0.2244873046875,0.8056640625,hard,6.21,8.63,3,Difficult Words,0,2.772588722239781,animal,4.93,5.659482215759621,"animal, bird",4.93,0.3424603175
hedgehog,41,image3,iguana,163,161,0.69384765625,0.2056884765625,0.71044921875,easy,7.61,8.63,3,Difficult Words,0,2.772588722239781,animal,4.93,3.713572066704308,animal,4.83,0.3424603175
hedgehog,41,image4,dumbwaiter,164,161,0.5068359375,0.2012939453125,0.58984375,distal,11.47,8.63,3,Difficult Words,0,2.772588722239781,animal,4.93,2.833213344056216,NA,4.55,0.3424603175
hoe,42,image2,peg,166,165,0.57666015625,0.228271484375,0.8896484375,hard,6.829166000000001,8.72,3,Difficult Words,0,3.871201010907891,tool,4.74,7.527255919373784,NA,4.93,0.6153694359999999
hoe,42,image3,dustpan,167,165,0.68994140625,0.255859375,0.724609375,easy,6.47,8.72,3,Difficult Words,0,3.871201010907891,tool,4.74,2.6390573296152584,"container, tool",5,0.6153694359999999
hoe,42,image4,beaker,168,165,0.5830078125,0.2042236328125,0.64453125,distal,11.25,8.72,3,Difficult Words,0,3.871201010907891,tool,4.74,3.1354942159291497,container,4.72,0.6153694359999999
hopscotch,43,image2,chalk,170,169,0.64501953125,0.2100830078125,0.8173828125,hard,4.47,5.8,1,Easy Words,0.125,2.772588722239781,NA,4.48,5.214935757608986,NA,4.9,0.324825784
hopscotch,43,image3,funnel,171,169,0.544921875,0.1937255859375,0.705078125,easy,8.44,5.8,1,Easy Words,0,2.772588722239781,NA,4.48,4.04305126783455,"kitchen tool, tool",4.52,0.324825784
hopscotch,43,image4,jug,172,169,0.51318359375,0.152587890625,0.63916015625,distal,5.83,5.8,1,Easy Words,0,2.772588722239781,NA,4.48,4.90527477843843,container,4.96,0.324825784
horn,44,image2,bone,174,173,0.58251953125,0.2318115234375,0.88525390625,hard,5.53,4.84,1,Easy Words,0.25,6.98100574072173,musical instrument,5,7.1929342212158,body part,4.9,0.437698413
horn,44,image3,chin,175,173,0.53564453125,0.227783203125,0.84619140625,easy,4.22,4.84,1,Easy Words,0.25,6.98100574072173,musical instrument,5,6.473890696352274,body part,4.89,0.437698413
horn,44,image4,ladybug,176,173,0.6318359375,0.22802734375,0.70849609375,distal,4.84,4.84,1,Easy Words,0,6.98100574072173,musical instrument,5,3.044522437723423,"animal, insect",4.92,0.437698413
kimono,45,image2,cardigan,178,177,0.4775390625,0.1680908203125,0.724609375,hard,10.11,11.37,3,Difficult Words,0.125,4.02535169073515,clothing,4.43,3.4011973816621555,clothing,4.96,0.2593706825
kimono,45,image3,turntable,179,177,0.468994140625,0.1591796875,0.595703125,easy,10.39,11.37,3,Difficult Words,0,4.02535169073515,clothing,4.43,2.9444389791664403,electronic device,4.57,0.2593706825
